Order No,Movie Name,Movie Year,Movie Content URL,Movie Image URL,Movie Discription,Directors,Stars
270,Jalsa,2022,/title/tt15361028/,"https://m.media-amazon.com/images/M/MV5BYmI4MjgwM2QtMWJjNC00YjIxLWJkZTItMWJhMzFmZGVmMTlkXkEyXkFqcGdeQXVyMTE0MTY2Mzk2._V1_UY98_CR5,0,67,98_AL_.jpg","
It tells the story of a celebrated journalist and her cook and their conflict.",Suresh Triveni,"Vidya Balan, 
Shefali Shah, 
Rohini Hattangadi, 
Vidhatri Bandi"
271,Spaceman,2022,/title/tt11097384/,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,"
Jakub Procházka, orphaned as a boy and raised in the Czech countryside by his grandparents, overcomes his odds to become the country's first astronaut.",Johan Renck,"Paul Dano, 
Adam Sandler, 
Carey Mulligan, 
Isabella Rossellini"
272,CBI 5,2022,/title/tt7311164/,"https://m.media-amazon.com/images/M/MV5BZDZhZjA2YjYtYTM0ZS00YmE0LWI3NDItMzg0ZDhiN2ZhZjZhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
A series of murders is happening in the city. With the police failing to solve the case, a team of CBI Officers under CBI officer Sethurama Iyer take up the investigation to resolve the mystery.",K. Madhu,"Mammootty, 
Nayan Rosh T M, 
Malavika Menon, 
Dileesh Pothan"
273,Alice,2022,/title/tt11040762/,"https://m.media-amazon.com/images/M/MV5BZmI2ZjUxYTAtOTIwNS00OTdiLTg2N2ItMjU0YzY3NmRhYjIxXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_UX67_CR0,0,67,98_AL_.jpg","
A slave in the antebellum South escapes her secluded plantation only to discover a shocking reality that lies beyond the tree line.",Krystin Ver Linden,"Keke Palmer, 
Common, 
Jonny Lee Miller, 
Gaius Charles"
274,"Are You There God? It's Me, Margaret",2022,/title/tt9185206/,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,"
When her family moves from the city to the suburbs, 11-year-old Margaret navigates new friends, feelings, and the beginning of adolescence.",Kelly Fremon Craig,"Rachel McAdams, 
Kathy Bates, 
Benny Safdie, 
Abby Ryder Fortson"
275,Wolf Hound,2022,/title/tt7319486/,"https://m.media-amazon.com/images/M/MV5BOGYyYzhmYzUtOWQ0My00MDgxLWIyZjUtM2E4NGY1MGExODIxXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY98_CR3,0,67,98_AL_.jpg","
Inspired by the real-life German special operations unit KG 200 that shot down, repaired, and flew Allied aircraft as Trojan horses, ""Wolf Hound"" takes place in 1944 German-occupied France ...                See full summary »
",Michael B. Chait,"James Maslow, 
Trevor Donovan, 
John Turk, 
Michael Wayne Foster"
276,You People,2022,/title/tt14826022/,"https://m.media-amazon.com/images/M/MV5BOGJmZjZjMzctYmFjMS00YTM2LWFjNjgtY2QzZTA1OGMyOGIwXkEyXkFqcGdeQXVyMjg3NTU2Mzk@._V1_UY98_CR82,0,67,98_AL_.jpg","
Follows a new couple and their families, who find themselves examining modern love and family dynamics amidst clashing cultures, societal expectations and generational differences.",Kenya Barris,"Jonah Hill, 
Julia Louis-Dreyfus, 
Eddie Murphy, 
David Duchovny"
277,Prithviraj,2022,/title/tt9637132/,"https://m.media-amazon.com/images/M/MV5BOGI1N2QwNjYtMjQzOS00NjZiLTg1YzEtMDVjZGY0YjkwODNjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","
A fearless warrior. An epic love story. Witness the grand saga of Samrat Prithviraj Chauhan.",Chandra Prakash Dwivedi,"Akshay Kumar, 
Manushi Chhillar, 
Sonu Sood, 
Sanjay Dutt"
278,The Wrong Place,2022,/title/tt15837458/,"https://m.media-amazon.com/images/M/MV5BZTk1NjNiMjEtMDA3NC00ZTJlLTljYzEtNTVlMmZlZmQ2ZTBiXkEyXkFqcGdeQXVyODQyNDczNTk@._V1_UY98_CR53,0,67,98_AL_.jpg","
A meth amphetamines cook hunts down the former Police chief of a small town in order to silence him before he can deliver eyewitness testimony against his family, but ultimately finds himself up against more than he had bargained for.",Mike Burns,"Bruce Willis, 
Ashley Greene, 
Michael Sirow, 
Texas Battle"
279,Mere Desh Ki Dharti,2022,/title/tt12484724/,"https://m.media-amazon.com/images/M/MV5BZGY4OWE1MWItYWFlMS00OWFmLTk4YTItMjQzNjk5ODg3ZWQxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg","
A humorous yet inspirational take on the lives and journey of young engineers Ajay and his friend Sameer from being abject urban failures to icons of rural India.",Faraz Haider,"Divyendu Sharma, 
Anupriya Goenka, 
Anant Vidhaat Sharma, 
Inaamulhaq"
280,Chariot,2022,/title/tt13942896/,"https://m.media-amazon.com/images/M/MV5BNjNkYmQ1MDItMDNmYS00NDkyLWI3YjktZjk1ZTUxYTk5OWYzXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg","
A story about a corporation and a doctor (John Malkovich) that oversees the process of reincarnation, and a young man (Thomas Mann) who becomes a glitch in the system when he encounters a woman (Rosa Salazar) he loved in a previous life.",Adam Sigal,"Thomas Mann, 
Rosa Salazar, 
Scout Taylor-Compton, 
Shane West"
281,Acharya,2022,/title/tt11563070/,"https://m.media-amazon.com/images/M/MV5BOTVjYjcwNjMtNzM5Yi00ZjA3LTg2YjctYTY2OWM0NjhmYWU2XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_UX67_CR0,0,67,98_AL_.jpg","
Touted to be a socio-political actioner, the plot revolves around a middle-aged Naxalite-turned-social reformer who launches a fight against the Endowments Department over misappropriation of temple funds and donations.",Koratala Siva,"Chiranjeevi, 
Ram Charan, 
Pooja Hegde, 
Sonu Sood"
282,Tankhouse,2022,/title/tt10254960/,"https://m.media-amazon.com/images/M/MV5BNjQ0YmUxNGMtMDZiYS00NWEyLTk2YzQtYjJlNDJkYjgxYTg1XkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg","
After being blacklisted from the NYC theatre industry, two Upper East Side New Yorkers, Tucker and Sandrene, decide their only course of action is to move to Fargo, ND and start a theatrical revolution.",Noam Tomaschoff,"Tara Holt, 
Stephen Friedrich, 
Richard Kind, 
Christopher Lloyd"
283,The Nan Movie,2022,/title/tt10398318/,"https://m.media-amazon.com/images/M/MV5BNWNhMDI0ZmQtNjQ5Yi00ZWY4LWFkYzMtYzY0MWY3NzhlNDc3XkEyXkFqcGdeQXVyMTM1MjI0NTc2._V1_UX67_CR0,0,67,98_AL_.jpg","
Catherine Tate's iconic character Nan hits the big screen as she goes on a wild road trip from London to Ireland with her grandson Jamie (Mathew Horne) to make amends with her estranged sister Nell (Katherine Parkinson).",,"Catherine Tate, 
Mathew Horne, 
Katherine Parkinson, 
Niky Wardley"
284,BigBug,2022,/title/tt11541872/,"https://m.media-amazon.com/images/M/MV5BN2YxMzViODItZmRmYi00N2Y3LWI2ZDktNWZlODY0NjhhNGVlXkEyXkFqcGdeQXVyMTUwOTU0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg","
A group of bickering suburbanites find themselves stuck together when an android uprising causes their well intentioned household robots to lock them in for their own safety.",Jean-Pierre Jeunet,"Isabelle Nanty, 
Elsa Zylberstein, 
Claude Perron, 
Stéphane De Groodt"
285,Triangle of Sadness,2022,/title/tt7322224/,"https://m.media-amazon.com/images/M/MV5BYzExYzhhZjQtMDY1ZS00OTBkLThkNjAtMGM5MjIzOWMzZWNjXkEyXkFqcGdeQXVyMTA5MjczNDQ3._V1_UY98_CR39,0,67,98_AL_.jpg","
A pair of models find themselves at a crossroads in their careers.",Ruben Östlund,"Woody Harrelson, 
Harris Dickinson, 
Charlbi Dean, 
Oliver Ford Davies"
286,Sharmaji Namkeen,2022,/title/tt9098938/,"https://m.media-amazon.com/images/M/MV5BY2MxNjVlNjMtOGExMi00NWRjLThhYzQtNDY4OWZkMzcwNjhiXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_UY98_CR5,0,67,98_AL_.jpg","
A light-hearted coming-of-age story of a lovable 60-year-old-man.",Hitesh Bhatia,"Rishi Kapoor, 
Paresh Rawal, 
Juhi Chawla, 
Isha Talwar"
287,Dark Glasses,2022,/title/tt10935560/,"https://m.media-amazon.com/images/M/MV5BMTgwOTRiYmQtYTgyMy00MjYxLWE0MDctYTFmYTRjNzI2MThlXkEyXkFqcGdeQXVyNTE1MDU0NzY@._V1_UY98_CR1,0,67,98_AL_.jpg","
Diana, a young woman who lost her sight, finds a guide in a Chinese boy named Chin. Together they will track down a dangerous killer through the darkness of Italy.",Dario Argento,"Ilenia Pastorelli, 
Asia Argento, 
Andrea Gherpelli, 
Mario Pirrello"
288,The Greatest Beer Run Ever,2022,/title/tt10268488/,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,"
A man's story of leaving New York in 1967 to bring beer to his childhood buddies in the Army while they are fighting in Vietnam.",Peter Farrelly,"Zac Efron, 
Russell Crowe, 
Bill Murray, 
Kyle Allen"
289,Bhool Bhulaiyaa 2,2022,/title/tt6455162/,"https://m.media-amazon.com/images/M/MV5BM2Q4NDdjNzktZWQwZS00ODZkLWE3MWQtMGFiNzg2YjRjMzEwXkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_UY98_CR4,0,67,98_AL_.jpg","
A sequel to the original movie Bhul bhulaiyya","Anees Bazmee, 
Pankaj Kumar","Kiara Advani, 
Tabu, 
Kartik Aaryan, 
Abhinay Raj Singh"
290,Kaathu Vaakula Rendu Kaadhal,2022,/title/tt8302918/,"https://m.media-amazon.com/images/M/MV5BMDU1ZGMwYzUtN2I3ZC00YzVmLWE5YzktMGZhY2Q2NjQ5ZWFiXkEyXkFqcGdeQXVyMTUwMDg3OTQy._V1_UX67_CR0,0,67,98_AL_.jpg","
It follows the romance of Rambo with Kanmani and Khatija.",Vignesh Shivan,"Vijay Sethupathi, 
Nayanthara, 
Samantha Ruth Prabhu, 
Prabhu"
291,Flux Gourmet,2022,/title/tt15010292/,"https://m.media-amazon.com/images/M/MV5BYTFjNjY2ZDctYTBiYS00ZjRhLThhZjUtZjk5NTlmZjU2NDBiXkEyXkFqcGdeQXVyODA0MjgyNzM@._V1_UX67_CR0,0,67,98_AL_.jpg","
Set at an institute devoted to culinary and alimentary performance, a collective finds themselves embroiled in power struggles, artistic vendettas, and gastrointestinal disorders.",Peter Strickland,"Leo Bill, 
Richard Bremmer, 
Asa Butterfield, 
Gwendoline Christie"
292,The Hyperions,2022,/title/tt7520568/,"https://m.media-amazon.com/images/M/MV5BZDMzOWU1ZTgtOTBiZC00YjAzLWJhYjctYzYzODMxMjFjNjliXkEyXkFqcGdeQXVyMjU2MjYwNzM@._V1_UX67_CR0,0,67,98_AL_.jpg","
In 1960, Professor Ruckus invented the Titan badge - a device that enables humans to have a particular superpower. Cut to 1979 when two of the original superheroes are all grown up and want their Titan badges back.",Jon McDonald,"Cary Elwes, 
Penelope Mitchell, 
Elaine Tan, 
Alphonso McAuley"
293,Not Okay,2022,/title/tt14814040/,"https://m.media-amazon.com/images/M/MV5BY2Q4MzVlMDgtYTQ3ZS00OTg2LWE3ZTctNTU4NzJjNjI0NDcwXkEyXkFqcGdeQXVyMTQ4NDM3ODkz._V1_UY98_CR40,0,67,98_AL_.jpg","
A misguided young woman, desperate for friends and fame, fakes a trip to Paris to update her social media presence. A terrifying incident takes place in the real world which becomes a part of the imaginary trip and offers all she wanted.",Quinn Shephard,"Zoey Deutch, 
Dylan O'Brien, 
Embeth Davidtz, 
Sarah Yarkin"
294,"Lyle, Lyle, Crocodile",2022,/title/tt14668630/,"https://m.media-amazon.com/images/M/MV5BNThmYjFhODMtYWFmYS00YzI5LWFhNDUtMzMwODcyOGIzNTA3XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY98_CR36,0,67,98_AL_.jpg","
Feature film based on the children's book about a crocodile that lives in New York City.","Josh Gordon, 
Will Speck","Javier Bardem, 
Constance Wu, 
Scoot McNairy, 
Brett Gelman"
295,Spellbound,2022,/title/tt7215232/,"https://m.media-amazon.com/images/M/MV5BMDMxNzM4OWMtYzA2ZC00OTU4LWFlOWUtNGY5MmMwNjhmNWE5XkEyXkFqcGdeQXVyMTIxMTEwMDQw._V1_UX67_CR0,0,67,98_AL_.jpg","
Spellbound tells the story of Elian, a teenager who comes of age using her magical powers to defend her family when the opposing forces of light and darkness threaten to divide her kingdom.",Vicky Jenson,Rachel Zegler
296,Ticket to Paradise,2022,/title/tt14109724/,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,"
A divorced couple that teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.",Ol Parker,"Kaitlyn Dever, 
Julia Roberts, 
George Clooney, 
Billie Lourd"
297,The Pirates: The Last Royal Treasure,2022,/title/tt17491040/,"https://m.media-amazon.com/images/M/MV5BZGFjYWM0NzgtOGJkNi00ZjgyLThjZGEtMDhlYTg5NThlYjIxXkEyXkFqcGdeQXVyMTM1NTM4MzQx._V1_UY98_CR0,0,67,98_AL_.jpg","
In the Joseon era, a brave crew of pirates and bandits brave the rough waters and try to decipher the clues to find the lost royal gold before their rivals do.",Jeong-hoon Kim,"Jennifer Sun Bell, 
Kang Ha-neul, 
Jason Her, 
Han Hyo-joo"
298,The Commando,2022,/title/tt12689248/,"https://m.media-amazon.com/images/M/MV5BYTQ5ZjM3YmQtNTQ4ZC00NzBmLTk5YTUtN2I1NWRhYzcyNzgzXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_UX67_CR0,0,67,98_AL_.jpg","
A DEA agent returns home with PTSD after a botched mission and must now protect his family from a home invasion when a recently freed convict and his henchmen come after their stash of millions hidden inside of the agent's home.",Asif Akbar,"Mickey Rourke, 
Michael Jai White, 
Jeff Fahey, 
Donald Cerrone"
299,Bros,2022,/title/tt9731598/,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,"
Two men with commitment problems attempt a relationship.",Nicholas Stoller,"Monica Raymund, 
Jim Rash, 
Luke Macfarlane, 
Harvey Fierstein"
300,Love and Leashes,2022,/title/tt15553956/,"https://m.media-amazon.com/images/M/MV5BZDBhMGEwM2MtYjUyNS00MDY0LWE1ZGEtOWI2NTBlZmJkNTFmXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UX67_CR0,0,67,98_AL_.jpg","
Love never hurt so good for two co-workers who enter a contractual relationship as partners in consensual play, pleasure and pain.",Hyeon-jin Park,"Seohyun, 
Joon-Young Lee, 
Jennifer Sun Bell, 
Lee El"
301,Special Delivery,2022,/title/tt16529222/,"https://m.media-amazon.com/images/M/MV5BZDg2NGUyODgtM2E3Yi00NmJiLWEzM2ItMjFlODNhZTk2NWM3XkEyXkFqcGdeQXVyMTQ3MjI2NDI2._V1_UY98_CR1,0,67,98_AL_.jpg","
""I deliver everything that the post office service does not handle."" Eun-ha, who is a normal junkyard employee, secretly works as a delivery clerk that deals with unusual delivery requests.",Dae-min Park,"So-dam Park, 
Heo Dong-won, 
Kim Eui-sung, 
Jo Hee-Bong"
302,Broker,2022,/title/tt13056052/,"https://m.media-amazon.com/images/M/MV5BY2UxOTEwOGUtYmFmOS00NTc4LWI0MWMtNGJkZGViY2EwZTgyXkEyXkFqcGdeQXVyNDY5NTQyMDU@._V1_UY98_CR0,0,67,98_AL_.jpg","
Boxes that are left out for people to anonymously drop off their unwanted babies.",Hirokazu Koreeda,"Bae Doona, 
Kang-ho Song, 
Ji-eun Lee, 
Dong-won Gang"
303,Teardrop,2022,/title/tt16463932/,"https://m.media-amazon.com/images/M/MV5BNGFiNTRkN2UtZWVjMS00N2QxLTlkNTctYWRiOWM3YzNlZmNhXkEyXkFqcGdeQXVyMTAzOTA4NjM@._V1_UY98_CR5,0,67,98_AL_.jpg","
The nightmare begins when a teacher takes his students on a field trip to an obscure ghost town that may be haunted.",Steven R. Monroe,"Rachel Thundat, 
Jeff Branson, 
Monroe Cline, 
Bradley Fisher"
304,Boon,2022,/title/tt13026738/,"https://m.media-amazon.com/images/M/MV5BY2ZiY2Y0NWItMWJhMC00ZmRhLThjOWMtMjUyOGRmMTA2NDhmXkEyXkFqcGdeQXVyMjMzNjU5MzA@._V1_UY98_CR1,0,67,98_AL_.jpg","
The widowed Catherine, is busy trying to protect herself and her son from a local criminal organization. When Nick Boon and Catherine's lives cross paths they find themselves leaning on each other to protect everything they stand for.",Derek Presley,"Neal McDonough, 
Tommy Flanagan, 
Gabrielle Carteris, 
James Madio"
305,We Need to Talk,2022,/title/tt10126368/,"https://m.media-amazon.com/images/M/MV5BODg2ZmQ4MGQtMGEwMy00Mzk1LWFiNDUtNjEwYmVlY2UzYzVlXkEyXkFqcGdeQXVyNTcwMzkyNDE@._V1_UX67_CR0,0,67,98_AL_.jpg","
A self-absorbed celebrity gamer, who speaks to millions of fans every day, has to figure out how to talk to the people in his life before he loses them.",Todd Wolfe,"Emily Bett Rickards, 
Tray Chaney, 
James Maslow, 
Emma Hong"
306,Pride Jewel,2022,/title/tt14341802/,"https://m.media-amazon.com/images/M/MV5BNDc1ZjNjM2EtNDkyNi00OTcyLTkwNjgtYWMxNDJhYTgxOGMxXkEyXkFqcGdeQXVyMjEwODQzNzI@._V1_UY98_CR1,0,67,98_AL_.jpg","
A father and son arrive to San Francisco Bay Area after an earthquake leveled their small town in Armenia. At odds over his father's complicated infidelity, Andre, angry and bitter, quickly...                See full summary »
",Doug Thomsen,"Jake Vincent, 
Sarkis Bakalyan, 
George Boudoures, 
Aya Hoja"
307,Moloch,2022,/title/tt14412446/,"https://m.media-amazon.com/images/M/MV5BN2ExYmM3NTQtYTU5OC00ZDY1LTgxNzktNDFlMjc2ODUxYTIyXkEyXkFqcGdeQXVyNTUwOTc4Mjk@._V1_UY98_CR1,0,67,98_AL_.jpg","
Betriek lives at the edge of a peat bog in the North of the Netherlands. When she and her family are attacked by a random stranger one night, Betriek sets out to find an explanation. The ...                See full summary »
",Nico van den Brink,"Alexandre Willaume, 
Sallie Harmsen, 
Jack Wouterse, 
Markoesa Hamer"
308,Untitled Mad Max Project,2022,/title/tt4575512/,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,"
Sequel to the film ""Mad Max: Fury Road"".",George Miller,Tom Hardy
309,Me Time,2022,/title/tt14309446/,"https://m.media-amazon.com/images/M/MV5BYzQ0ODBlMjQtZTgxNy00MTI5LTk4MjUtMmNhZmNmYTZlOGJjXkEyXkFqcGdeQXVyMjg3NTU2Mzk@._V1_UY98_CR82,0,67,98_AL_.jpg","
Follows a Dad who finds time for himself for the first time in years while his wife and kids are away. He reconnects with a friend for a wild weekend.",John Hamburg,"Mark Wahlberg, 
Kevin Hart, 
Tahj Mowry, 
Regina Hall"
310,Zvyozdniy razum,2022,/title/tt5656994/,"https://m.media-amazon.com/images/M/MV5BZWFlMTMyZjctNTcyYi00ODM2LWE1NDYtZWMyODI0MTNkMDc0XkEyXkFqcGdeQXVyNjMzNjY2NjQ@._V1_UX67_CR0,0,67,98_AL_.jpg","
A sci-fi thriller about a space mission sent to terraform a distant planet. However, the mission encounters something unknown that has its own plan for the planet.",Serik Beyseu,"Egor Koreshkov, 
Alyona Konstantinova, 
Samoukov Kostya, 
Dmitriy Frid"
311,Vengeance,2022,/title/tt11976532/,"https://m.media-amazon.com/images/M/MV5BZGU0YTkxYWItN2QxMC00MTBiLWE2ZDItMGZmNGZjYzlhM2FlXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_UY98_CR40,0,67,98_AL_.jpg","
A radio host from New York City attempts to solve the murder of his girlfriend and travels down south to investigate the circumstances of her death and discover what happened to her.",B.J. Novak,"Lio Tipton, 
Dove Cameron, 
Ashton Kutcher, 
Boyd Holbrook"
312,Mr. Malcolm's List,2022,/title/tt12545566/,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,"
A young woman courts a mysterious wealthy suitor in 19th century England.",Emma Holly Jones,"Theo James, 
Zawe Ashton, 
Oliver Jackson-Cohen, 
Freida Pinto"
313,Exposure 36,2022,/title/tt10518732/,"https://m.media-amazon.com/images/M/MV5BM2VlMDI0MWYtY2Y3NS00YzZiLWFjZjYtNmEwZGM1MzJhNzBlXkEyXkFqcGdeQXVyNjM0ODQwNjQ@._V1_UX67_CR0,0,67,98_AL_.jpg","
Three days before the world is set to end, a photographer is drawn into New York's criminal underworld after his friend goes missing.",Mackenzie G. Mauro,"Jessica Damouni, 
Kathleen Simmonds, 
Erika Degraffinreaidt, 
David R. Nash"
314,Three Months,2022,/title/tt5322004/,"https://m.media-amazon.com/images/M/MV5BYjEwZjhlNDYtZGFkZS00NTc4LWE4NGItZDI4MmM4ZGZhODY0XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Coming-of-age film about Caleb, a South Florida teen. On the eve of his high school graduation, everything changes when he's exposed to HIV. While he waits three months for his results, he finds love in the most unlikely of places.",Jared Frieder,"Troye Sivan, 
Viveik Kalra, 
Brianne Tju, 
Ellen Burstyn"
315,Pursuit,2022,/title/tt15106860/,"https://m.media-amazon.com/images/M/MV5BMmIyYmY2NDktNWJmMy00OTIyLWIwNTgtOWVmNTA3OTlmYmQxXkEyXkFqcGdeQXVyMzQ0MTM1MDk@._V1_UY98_CR3,0,67,98_AL_.jpg","
Detective Breslin crosses paths with Calloway, a ruthless hacker who's trying to save his kidnapped wife from a drug cartel. When Calloway escapes from police custody, Breslin joins forces with a no-nonsense cop to reclaim his prisoner.",Brian Skiba,"Emile Hirsch, 
Jake Manley, 
Elizabeth Faith Ludlow, 
Graham Patrick Martin"
316,Reagan,2022,/title/tt1723808/,"https://m.media-amazon.com/images/M/MV5BMzUxNDcwYjMtYjA5OS00OGI0LTljMDUtMzA1ODYyNTIxYzdiXkEyXkFqcGdeQXVyNTg3MTk2NDk@._V1_UY98_CR5,0,67,98_AL_.jpg","
A drama based on the life of Ronald Reagan, from his childhood to his time in the oval office.",Sean McNamara,"Amanda Righetti, 
Justin Chatwin, 
Penelope Ann Miller, 
Dennis Quaid"
317,Secret Lives of Housewives,2022,/title/tt19364644/,"https://m.media-amazon.com/images/M/MV5BMTBhZmNiYmUtZDcwYS00YjAxLTkzMzEtYTRjMDFkODVkZTkxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UY98_CR4,0,67,98_AL_.jpg","
Follows Kendra who is close to have an affair with a younger man, when her young almost-lover dies she begins to doubt that her husband had anything to do with Bo's death, but it turns out she wasn't the young man's only lover.",Dave Thomas,"Jessica Morris, 
Justin Berti, 
Charlie Hitt, 
Brianna Butler"
318,Bitch Ass,2022,/title/tt13991504/,"https://m.media-amazon.com/images/M/MV5BNGMyMGEyYjgtZDgyZi00ZjA0LThkZWItN2RiYmYzNzRiZjY5XkEyXkFqcGdeQXVyMTQwODk4NzA@._V1_UY98_CR5,0,67,98_AL_.jpg","
A gang initiation goes wrong when a group of four recruits break into a house of horror, as they're all forced to play deadly games for their lives. Win and you live - lose and you die.",Bill Posley,"Teon Kelley, 
Tunde Laleye, 
Me'lisa Sellers, 
Kelsey Caesar"
319,Salute,2022,/title/tt13978658/,"https://m.media-amazon.com/images/M/MV5BYjU4NmI5ZmUtODZmMi00YTRiLWJjYTEtYjFmNTNkYjk3ZjMyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY98_CR5,0,67,98_AL_.jpg","
S.I Aravind Karunakaran, a police officer on voluntary leave, is haunted by an old case he investigated. How far will he go to unravel the mystery and bring the truth to light?",Roshan Andrews,"Dulquer Salmaan, 
Manoj K. Jayan, 
Diana Penty, 
Nayan Rosh T M"
320,The Pale Blue Eye,2022,/title/tt14138650/,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,"
Follows a veteran detective who investigates the murders, helped by a detail-oriented young cadet who will later become a world famous author, Edgar Allan Poe.",Scott Cooper,"Christian Bale, 
Lucy Boynton, 
Charlie Tahan, 
Gillian Anderson"
321,White Noise,2022,/title/tt6160448/,"https://m.media-amazon.com/images/M/MV5BZjI2NzBmZTQtY2Y3Zi00ZGQ5LWFlZDAtODlmOWVkZDlkNTE5XkEyXkFqcGdeQXVyMjI0ODg0ODk@._V1_UX67_CR0,0,67,98_AL_.jpg","
Follows a year in the life of Jack Gladney, a professor who has made his name by pioneering the field of Hitler studies.",Noah Baumbach,"Adam Driver, 
Greta Gerwig, 
Jodie Turner-Smith, 
Raffey Cassidy"
322,Tall Girl 2,2022,/title/tt16085592/,"https://m.media-amazon.com/images/M/MV5BMjUwM2JiOWMtNDUyZi00Yjg1LThkMzQtYTM1NWE2YzIwOTNmXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UY98_CR5,0,67,98_AL_.jpg","
After Jodi Kreyman gains popularity, her miscommunications start causing rifts with those around her and now she really needs to 'stand tall'.",Emily Ting,"Ava Michelle, 
Griffin Gluck, 
Sabrina Carpenter, 
Anjelika Washington"
323,The Division,2022,/title/tt5776468/,"https://m.media-amazon.com/images/M/MV5BMjllOTM3MWMtNDE4ZS00ZWEyLWI1MGQtNjlkZDFmYzUxZWZkXkEyXkFqcGdeQXVyOTY1MjkwNjU@._V1_UY98_CR73,0,67,98_AL_.jpg","
In the near future, a pandemic virus is spread via paper money on Black Friday, decimating New York. A group of civilians, trained to operate in catastrophic times, are activated in an attempt to save who and what remains.",Rawson Marshall Thurber,"Jake Gyllenhaal, 
Jessica Chastain"
324,I Love America,2022,/title/tt14867318/,"https://m.media-amazon.com/images/M/MV5BZTA5NzczNTctMTJjNy00ZDk3LThkZjUtNTUxM2FkYzYyZTJjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX67_CR0,0,67,98_AL_.jpg","
A single woman who decides to take a chance on love again by catapulting her life from Paris to Los Angeles. From awkward dates to touching surprise encounters, she understands the journey to love is a journey towards herself.",Lisa Azuelos,"Sophie Marceau, 
Djanis Bouzyani, 
Colin Woodell, 
Carlease Burke"
325,Poskromienie zlosnicy,2022,/title/tt18970380/,"https://m.media-amazon.com/images/M/MV5BNzU0NDBmYTktNzI0OS00YTM5LWE0NDUtNjIyNWNjODU3YTNjXkEyXkFqcGdeQXVyMTEwMTY3NDI@._V1_UY98_CR1,0,67,98_AL_.jpg","
When a heartbroken scientist moves back home to start over, her scheming brother hires a handsome stranger to convince her to sell their land.",Anna Wieczur-Bluszcz,"Magdalena Lamparska, 
Mikolaj Roznerski, 
Piotr Cyrwus, 
Tomasz Sapryk"
326,Cirkus,2022,/title/tt11112808/,"https://m.media-amazon.com/images/M/MV5BZGUwMzFiNDktNGI2Yy00ZjYwLWFjY2YtYmUzMWYwNWY4Zjg5XkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_UY98_CR3,0,67,98_AL_.jpg","
A circus operator and his gymnast friends belonging to a big circus company 'juggle' with their lives and try to bring back the extinct circus culture to the public.",Rohit Shetty,"Deepika Padukone, 
Pooja Hegde, 
Ranveer Singh, 
Jacqueline Fernandez"
327,Parde Mein Rehne Do,2022,/title/tt19882472/,"https://m.media-amazon.com/images/M/MV5BZjBkNTg0NjQtNmVjOC00MmUxLWJjMDQtMDViYjM0OTk2ZGMzXkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_UX67_CR0,0,67,98_AL_.jpg","
When Kashan and Nazish cannot give the 'good news' of a baby to father Ranaji even after 3 years of their marriage, all hell breaks loose and the couple's relationship is put to the test.",Ali Rehman Khan,"Hania Aamir, 
Ali Rehman Khan, 
Jawed Sheikh, 
Munazzah Arif"
